date_or_month,fund_label,metric_name,metric_value,frequency
2025-12-11,ICICI Bluechip,rolling_252d_sharpe,0.14601366095816684,daily
2025-12-12,ICICI Bluechip,rolling_252d_sharpe,0.14369094649268363,daily
2025-12-15,ICICI Bluechip,rolling_252d_sharpe,0.12585399946741924,daily
2025-12-16,ICICI Bluechip,rolling_252d_sharpe,0.07403690240984295,daily
2025-12-17,ICICI Bluechip,rolling_252d_sharpe,0.058884097869391236,daily
2025-12-18,ICICI Bluechip,rolling_252d_sharpe,0.025551990872438986,daily
2025-12-19,ICICI Bluechip,rolling_252d_sharpe,0.11408966101001351,daily
2025-12-22,ICICI Bluechip,rolling_252d_sharpe,0.11484787742227356,daily
2025-12-23,ICICI Bluechip,rolling_252d_sharpe,0.13884308360171665,daily
2025-12-24,ICICI Bluechip,rolling_252d_sharpe,0.23970009516633364,daily
2025-12-26,ICICI Bluechip,rolling_252d_sharpe,0.26911233548747887,daily
2025-12-29,ICICI Bluechip,rolling_252d_sharpe,0.3138321128166681,daily
2025-12-30,ICICI Bluechip,rolling_252d_sharpe,0.4689730288888765,daily
2025-12-31,ICICI Bluechip,rolling_252d_sharpe,0.49522451753191093,daily
2026-01-01,ICICI Bluechip,rolling_252d_sharpe,0.5216201881140493,daily
2026-01-02,ICICI Bluechip,rolling_252d_sharpe,0.5735559158858701,daily
2026-01-05,ICICI Bluechip,rolling_252d_sharpe,0.5533882355359393,daily
2026-01-06,ICICI Bluechip,rolling_252d_sharpe,0.6110270304689199,daily
2026-01-07,ICICI Bluechip,rolling_252d_sharpe,0.5840759211392188,daily
2026-01-08,ICICI Bluechip,rolling_252d_sharpe,0.4111661285554083,daily
2026-01-09,ICICI Bluechip,rolling_252d_sharpe,0.19026276456156702,daily
2026-01-12,ICICI Bluechip,rolling_252d_sharpe,0.2692329867564282,daily
2026-01-13,ICICI Bluechip,rolling_252d_sharpe,0.3923098671661995,daily
2026-01-14,ICICI Bluechip,rolling_252d_sharpe,0.33302189446928326,daily
2026-01-16,ICICI Bluechip,rolling_252d_sharpe,0.36646837405410815,daily
2026-01-19,ICICI Bluechip,rolling_252d_sharpe,0.4059388936068134,daily
2026-01-20,ICICI Bluechip,rolling_252d_sharpe,0.3372212128623527,daily
2026-01-21,ICICI Bluechip,rolling_252d_sharpe,0.47558133730711283,daily
2026-01-22,ICICI Bluechip,rolling_252d_sharpe,0.4722816938604907,daily
2026-01-23,ICICI Bluechip,rolling_252d_sharpe,0.3514675325244718,daily
2026-01-27,ICICI Bluechip,rolling_252d_sharpe,0.3382205491191257,daily
2026-01-28,ICICI Bluechip,rolling_252d_sharpe,0.42396246523895764,daily
2026-01-29,ICICI Bluechip,rolling_252d_sharpe,0.42448454269222535,daily
2026-01-30,ICICI Bluechip,rolling_252d_sharpe,0.5248474409465652,daily
2026-02-02,ICICI Bluechip,rolling_252d_sharpe,0.44193923112771377,daily
2026-02-03,ICICI Bluechip,rolling_252d_sharpe,0.6144722001192063,daily
2026-02-04,ICICI Bluechip,rolling_252d_sharpe,0.7389551920428065,daily
2026-02-05,ICICI Bluechip,rolling_252d_sharpe,0.8105146718354879,daily
2026-02-06,ICICI Bluechip,rolling_252d_sharpe,0.7666991012156277,daily
2026-02-09,ICICI Bluechip,rolling_252d_sharpe,0.7093646077931725,daily
2026-02-10,ICICI Bluechip,rolling_252d_sharpe,0.7034071857194792,daily
2026-02-11,ICICI Bluechip,rolling_252d_sharpe,0.5916708887464706,daily
2026-02-12,ICICI Bluechip,rolling_252d_sharpe,0.6691363309817249,daily
2026-02-13,ICICI Bluechip,rolling_252d_sharpe,0.3941997282672187,daily
2026-02-16,ICICI Bluechip,rolling_252d_sharpe,0.44831339250946217,daily
2026-02-17,ICICI Bluechip,rolling_252d_sharpe,0.5105211324142138,daily
2026-02-18,ICICI Bluechip,rolling_252d_sharpe,0.5548687276476925,daily
2026-02-19,ICICI Bluechip,rolling_252d_sharpe,0.4921588159131439,daily
2026-02-20,ICICI Bluechip,rolling_252d_sharpe,0.6977120418757058,daily
2026-02-23,ICICI Bluechip,rolling_252d_sharpe,0.7460607135238242,daily
2026-02-24,ICICI Bluechip,rolling_252d_sharpe,0.6357077797397752,daily
2026-02-25,ICICI Bluechip,rolling_252d_sharpe,0.7625184102173151,daily
2026-02-26,ICICI Bluechip,rolling_252d_sharpe,0.755442738990435,daily
2026-02-27,ICICI Bluechip,rolling_252d_sharpe,0.6310447421747657,daily
2026-03-02,ICICI Bluechip,rolling_252d_sharpe,0.4561496795150376,daily
2026-03-04,ICICI Bluechip,rolling_252d_sharpe,0.2902411628924602,daily
2026-03-05,ICICI Bluechip,rolling_252d_sharpe,0.46154621379974237,daily
2026-03-06,ICICI Bluechip,rolling_252d_sharpe,0.44561584006887106,daily
2026-03-09,ICICI Bluechip,rolling_252d_sharpe,0.2966141344921292,daily
2026-03-10,ICICI Bluechip,rolling_252d_sharpe,0.4377971534160282,daily
2026-03-11,ICICI Bluechip,rolling_252d_sharpe,0.4754784466303034,daily
2026-03-12,ICICI Bluechip,rolling_252d_sharpe,0.37162219666071444,daily
2026-03-13,ICICI Bluechip,rolling_252d_sharpe,0.18197177459925937,daily
2026-03-16,ICICI Bluechip,rolling_252d_sharpe,0.13504917424476098,daily
2026-03-17,ICICI Bluechip,rolling_252d_sharpe,0.13331143896329012,daily
2026-03-18,ICICI Bluechip,rolling_252d_sharpe,0.22027114324399844,daily
2026-03-19,ICICI Bluechip,rolling_252d_sharpe,-0.02099997626213825,daily
2026-03-20,ICICI Bluechip,rolling_252d_sharpe,-0.02551714459697408,daily
2026-03-23,ICICI Bluechip,rolling_252d_sharpe,-0.23832318040749687,daily
2026-03-24,ICICI Bluechip,rolling_252d_sharpe,-0.04877645145518389,daily
2026-03-25,ICICI Bluechip,rolling_252d_sharpe,0.03904490698183422,daily
2026-03-27,ICICI Bluechip,rolling_252d_sharpe,-0.23834192964721337,daily
2026-03-30,ICICI Bluechip,rolling_252d_sharpe,-0.45611536437490746,daily
2026-03-31,ICICI Bluechip,rolling_252d_sharpe,-0.5447211728368666,daily
2026-04-01,ICICI Bluechip,rolling_252d_sharpe,-0.5015068762622737,daily
2026-04-02,ICICI Bluechip,rolling_252d_sharpe,-0.6004422054335061,daily
2026-04-06,ICICI Bluechip,rolling_252d_sharpe,-0.5035382287262148,daily
2026-04-07,ICICI Bluechip,rolling_252d_sharpe,-0.4102127159934831,daily
2026-04-08,ICICI Bluechip,rolling_252d_sharpe,-0.13847914818697865,daily
2026-04-09,ICICI Bluechip,rolling_252d_sharpe,-0.18542962375290278,daily
2026-04-10,ICICI Bluechip,rolling_252d_sharpe,-0.08297774574176255,daily
2026-04-13,ICICI Bluechip,rolling_252d_sharpe,-0.032441489324271766,daily
2026-04-15,ICICI Bluechip,rolling_252d_sharpe,0.05026590300858013,daily
2026-04-16,ICICI Bluechip,rolling_252d_sharpe,0.04715518334209344,daily
2026-04-17,ICICI Bluechip,rolling_252d_sharpe,0.23039231866142446,daily
2026-04-20,ICICI Bluechip,rolling_252d_sharpe,0.4972206953058027,daily
2026-04-21,ICICI Bluechip,rolling_252d_sharpe,0.42137228648189956,daily
2026-04-22,ICICI Bluechip,rolling_252d_sharpe,0.4143498793560017,daily
2026-04-23,ICICI Bluechip,rolling_252d_sharpe,0.20216115566191448,daily
2026-04-24,ICICI Bluechip,rolling_252d_sharpe,-0.10262569160451598,daily
2026-04-27,ICICI Bluechip,rolling_252d_sharpe,-0.055960581975587634,daily
2026-04-28,ICICI Bluechip,rolling_252d_sharpe,-0.23445998625186157,daily
2026-04-29,ICICI Bluechip,rolling_252d_sharpe,-0.2845341213779057,daily
2026-04-30,ICICI Bluechip,rolling_252d_sharpe,-0.34717041621616873,daily
2026-05-04,ICICI Bluechip,rolling_252d_sharpe,-0.359932054574593,daily
2026-05-05,ICICI Bluechip,rolling_252d_sharpe,-0.3670854094431983,daily
2026-05-06,ICICI Bluechip,rolling_252d_sharpe,-0.19077047227552166,daily
2026-05-07,ICICI Bluechip,rolling_252d_sharpe,-0.2829160490621063,daily
2026-05-08,ICICI Bluechip,rolling_252d_sharpe,-0.30214334954375244,daily
2026-05-11,ICICI Bluechip,rolling_252d_sharpe,-0.431890044178002,daily
2026-05-12,ICICI Bluechip,rolling_252d_sharpe,-0.5671471773751313,daily
2026-05-13,ICICI Bluechip,rolling_252d_sharpe,-0.5984820708955969,daily
2026-05-14,ICICI Bluechip,rolling_252d_sharpe,-0.47837964581494935,daily
2026-05-15,ICICI Bluechip,rolling_252d_sharpe,-0.49975668624948655,daily
2026-05-18,ICICI Bluechip,rolling_252d_sharpe,-0.4535453208881824,daily
2026-05-19,ICICI Bluechip,rolling_252d_sharpe,-0.384126405289149,daily
2026-05-20,ICICI Bluechip,rolling_252d_sharpe,-0.6453277337658821,daily
2026-05-21,ICICI Bluechip,rolling_252d_sharpe,-0.5668478977293347,daily
2026-05-22,ICICI Bluechip,rolling_252d_sharpe,-0.564438629986868,daily
2026-05-25,ICICI Bluechip,rolling_252d_sharpe,-0.5951409248296402,daily
2026-05-26,ICICI Bluechip,rolling_252d_sharpe,-0.6261894279747142,daily
2026-05-27,ICICI Bluechip,rolling_252d_sharpe,-0.6051044055220798,daily
2026-05-29,ICICI Bluechip,rolling_252d_sharpe,-0.6428743122828385,daily
2026-06-01,ICICI Bluechip,rolling_252d_sharpe,-0.756708941686966,daily
2026-06-02,ICICI Bluechip,rolling_252d_sharpe,-0.7015221768373253,daily
2026-06-03,ICICI Bluechip,rolling_252d_sharpe,-0.7701057496593349,daily
2026-06-04,ICICI Bluechip,rolling_252d_sharpe,-0.8027062076868183,daily
2026-06-05,ICICI Bluechip,rolling_252d_sharpe,-0.7631996136751779,daily
2026-06-08,ICICI Bluechip,rolling_252d_sharpe,-0.8256023776775352,daily
2026-06-09,ICICI Bluechip,rolling_252d_sharpe,-0.8101667643189151,daily
2026-06-10,ICICI Bluechip,rolling_252d_sharpe,-0.7950513648299325,daily
2026-06-11,ICICI Bluechip,rolling_252d_sharpe,-0.8040545907724895,daily
2026-06-12,ICICI Bluechip,rolling_252d_sharpe,-0.5969023726840215,daily
2026-06-15,ICICI Bluechip,rolling_252d_sharpe,-0.5075820001627859,daily
2026-06-16,ICICI Bluechip,rolling_252d_sharpe,-0.5156432351440081,daily
2026-06-17,ICICI Bluechip,rolling_252d_sharpe,-0.5577411651779582,daily
2026-06-18,ICICI Bluechip,rolling_252d_sharpe,-0.5587456763610278,daily
2026-06-19,ICICI Bluechip,rolling_252d_sharpe,-0.5863599064920929,daily
2026-06-22,ICICI Bluechip,rolling_252d_sharpe,-0.5660011975180069,daily
2026-06-23,ICICI Bluechip,rolling_252d_sharpe,-0.5500584280142222,daily
2026-06-24,ICICI Bluechip,rolling_252d_sharpe,-0.4582866568554297,daily
2026-06-25,ICICI Bluechip,rolling_252d_sharpe,-0.5110628799372078,daily
2026-06-29,ICICI Bluechip,rolling_252d_sharpe,-0.538753245828008,daily
2026-06-30,ICICI Bluechip,rolling_252d_sharpe,-0.539500833971197,daily
2026-07-01,ICICI Bluechip,rolling_252d_sharpe,-0.47706649306702764,daily
2026-07-02,ICICI Bluechip,rolling_252d_sharpe,-0.5169461040967848,daily
2026-07-03,ICICI Bluechip,rolling_252d_sharpe,-0.4425807273937994,daily
2021-01-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-01-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-02-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-03-31,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-04-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-05-31,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-06-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-07-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-08-31,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-09-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-04,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-05,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-19,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-10-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-11,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-12,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-18,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-25,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-26,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-11-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-01,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-02,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-03,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-06,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-07,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-08,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-09,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-10,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-13,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-14,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-15,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-16,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-17,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-20,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-21,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-22,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-23,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-24,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-27,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-28,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-29,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-30,ICICI Bluechip,rolling_252d_vol,,daily
2021-12-31,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-03,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-04,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-05,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-06,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-07,ICICI Bluechip,rolling_252d_vol,,daily
2022-01-10,ICICI Bluechip,rolling_252d_vol,0.1485240961138542,daily
2022-01-11,ICICI Bluechip,rolling_252d_vol,0.1481344383874362,daily
2022-01-12,ICICI Bluechip,rolling_252d_vol,0.1482971421394101,daily
2022-01-13,ICICI Bluechip,rolling_252d_vol,0.14829312779067208,daily
2022-01-14,ICICI Bluechip,rolling_252d_vol,0.14827269112997077,daily
2022-01-17,ICICI Bluechip,rolling_252d_vol,0.1477499844749454,daily
2022-01-18,ICICI Bluechip,rolling_252d_vol,0.1480431233688232,daily
2022-01-19,ICICI Bluechip,rolling_252d_vol,0.1480679895189655,daily
2022-01-20,ICICI Bluechip,rolling_252d_vol,0.14822107408125504,daily
2022-01-21,ICICI Bluechip,rolling_252d_vol,0.14858489523899415,daily
2022-01-24,ICICI Bluechip,rolling_252d_vol,0.1498394986416793,daily
2022-01-25,ICICI Bluechip,rolling_252d_vol,0.14939620825952468,daily
